fid,osm_id,osm_way_id,name,type,aeroway,amenity,admin_level,barrier,boundary,building,craft,geological,historic,land_area,landuse,leisure,man_made,military,natural,office,place,shop,sport,tourism,other_tags,name_2,keep_for_od,trip_category,feature_source
53973,,"980743112",Saint Mary's Pharmacy,,,pharmacy,,,,yes,,,,,,,,,,,,,,,"""check_date""=>""2026-03-19"",""dispensing""=>""yes"",""healthcare""=>""pharmacy""",Il-Mosta,Yes,Medical Purpose,polygon
53975,,"980743114",,,,,,,,apartments,,,,,,,,,,,,hairdresser,,,"""check_date""=>""2026-01-06""",Il-Mosta,Yes,Shopping,polygon
53976,,"980743115",Hungry Jack,,,fast_food,,,,yes,,,,,,,,,,,,,,,"""check_date""=>""2026-03-19""",Il-Mosta,Yes,Recreation,polygon
53984,,"980743123",,,,,,,,retail,,,,,,,,,,,,,,,"""building:levels""=>""3""",Il-Mosta,Yes,Shopping,polygon
54025,,"1043756044",,,,,,,,industrial,,,,,,,,,,,,,,,,Il-Mosta,Yes,Commuting to work,polygon
54028,,"1043756101",,,,,,,,industrial,,,,,,,,,,,,,,,,Il-Mosta,Yes,Commuting to work,polygon
54029,,"1043756102",,,,,,,,industrial,,,,,,,,,,,,,,,,Il-Mosta,Yes,Commuting to work,polygon
54041,,"1123885959",,,,,,,,,,,,,,swimming_pool,,,,,,,,,"""access""=>""private""",Il-Mosta,Yes,Recreation,polygon
54043,,"1124109392",,,,,,,,,,,,,,swimming_pool,,,,,,,,,"""access""=>""private""",Il-Mosta,Yes,Recreation,polygon
54044,,"1124109393",,,,,,,,,,,,,,swimming_pool,,,,,,,,,"""access""=>""private""",Il-Mosta,Yes,Recreation,polygon
54051,,"1142029685",,,,,,,,,,,,,,pitch,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
54056,,"1149878484",,,,,,,,,,,,,,swimming_pool,,,,,,,,,"""access""=>""private""",Il-Mosta,Yes,Recreation,polygon
54059,,"1156265294",Megabyte Limited,,,,,,,yes,,,,,,,,,,software_house,,,,,"""addr:city""=>""Il-Mosta"",""addr:country""=>""MT"",""addr:housenumber""=>""F4"",""addr:street""=>""The Technopark"",""check_date""=>""2026-03-19"",""opening_hours""=>""Mo-Fr 08:00-18:00"",""phone""=>""+356 2142 1600"",""website""=>""https://www.megabyte.net/""",Il-Mosta,Yes,Commuting to work,polygon
54070,,"1204873788",,,,,,,,,,,,,,swimming_pool,,,,,,,,,"""access""=>""private""",Il-Mosta,Yes,Recreation,polygon
54077,,"1207154604",,,,,,,,,,,,,,swimming_pool,,,,,,,,,"""access""=>""private""",Il-Mosta,Yes,Recreation,polygon
54081,,"1228612325",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
54091,,"1278413321",,,,parking_space,,,,,,,,,,,,,,,,,,,,Il-Mosta,Yes,Others,polygon
54112,,"1318348200",,,,parking_space,,,,,,,,,,,,,,,,,,,"""parking_space""=>""disabled""",Il-Mosta,Yes,Others,polygon
54117,,"1326485156",,,,parking_space,,,,,,,,,,,,,,,,,,,"""parking_space""=>""disabled""",Il-Mosta,Yes,Others,polygon
54128,,"1348201399",,,,parking_space,,,,,,,,,,,,,,,,,,,"""access""=>""yes"",""capacity""=>""8"",""parking_space""=>""normal""",Il-Mosta,Yes,Others,polygon
54129,,"1348201400",,,,parking_space,,,,,,,,,,,,,,,,,,,"""access""=>""yes"",""capacity""=>""6"",""parking_space""=>""normal""",Il-Mosta,Yes,Others,polygon
54130,,"1348201401",,,,parking_space,,,,,,,,,,,,,,,,,,,"""access""=>""yes"",""capacity""=>""8"",""parking_space""=>""normal""",Il-Mosta,Yes,Others,polygon
54131,,"1348201402",,,,parking_space,,,,,,,,,,,,,,,,,,,"""access""=>""yes"",""capacity""=>""8"",""parking_space""=>""normal""",Il-Mosta,Yes,Others,polygon
54132,,"1348201404",,,,parking_space,,,,,,,,,,,,,,,,,,,"""capacity""=>""4""",Il-Mosta,Yes,Others,polygon
54133,,"1348201405",,,,parking_space,,,,,,,,,,,,,,,,,,,"""capacity""=>""6""",Il-Mosta,Yes,Others,polygon
54138,,"1351769920",,,,parking,,,,,,,,,,,,,,,,,,,,Il-Mosta,Yes,Others,polygon
54140,,"1351769922",Ta Bistra Catacombs,,,,,,,,,,archaeological_site,,,,,,,,,,,,"""wikidata""=>""Q124545594""",Il-Mosta,Yes,Recreation,polygon
54141,,"1351769923",,,,,,,,,,,,,,park,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
54149,,"1360753444",,,,,,,,,,,,,,pitch,,,,,,,padel,,"""access""=>""customers"",""lit""=>""yes""",Il-Mosta,Yes,Recreation,polygon
54150,,"1360753445",,,,,,,,,,,,,,pitch,,,,,,,padel,,"""access""=>""customers"",""lit""=>""yes""",Il-Mosta,Yes,Recreation,polygon
54151,,"1360753446",,,,,,,,,,,,,,pitch,,,,,,,padel,,"""access""=>""customers"",""lit""=>""yes""",Il-Mosta,Yes,Recreation,polygon
54170,,"1361684889",,,,parking,,,,,,,,,,,,,,,,,,,"""access""=>""customers"",""fee""=>""no"",""parking""=>""surface"",""surface""=>""paved""",Il-Mosta,Yes,Others,polygon
54172,,"1361684895",,,,parking_space,,,,,,,,,,,,,,,,,,,"""capacity""=>""5""",Il-Mosta,Yes,Others,polygon
54248,,"1364247785",,,,,,,,,,,,,,garden,,,,,,,,,"""access""=>""private"",""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54271,,"1364250641",,,,parking,,,,,,,,,,,,,,,,,,,,Il-Mosta,Yes,Others,polygon
54273,,"1364445875",,,,parking_space,,,,,,,,,,,,,,,,,,,,Il-Mosta,Yes,Others,polygon
54376,,"1371043684",,,,parking_space,,,,,,,,,,,,,,,,,,,"""access""=>""yes"",""parking_space""=>""normal""",Il-Mosta,Yes,Others,polygon
54377,,"1371043685",,,,parking_space,,,,,,,,,,,,,,,,,,,"""access""=>""yes"",""parking_space""=>""normal""",Il-Mosta,Yes,Others,polygon
54378,,"1371043686",,,,parking_space,,,,,,,,,,,,,,,,,,,"""access""=>""yes"",""parking_space""=>""normal""",Il-Mosta,Yes,Others,polygon
54379,,"1371043687",,,,parking_space,,,,,,,,,,,,,,,,,,,"""access""=>""yes"",""parking_space""=>""normal""",Il-Mosta,Yes,Others,polygon
54380,,"1371043688",,,,parking_space,,,,,,,,,,,,,,,,,,,"""access""=>""yes"",""parking_space""=>""normal""",Il-Mosta,Yes,Others,polygon
54381,,"1371043689",,,,parking_space,,,,,,,,,,,,,,,,,,,"""access""=>""yes"",""parking_space""=>""normal""",Il-Mosta,Yes,Others,polygon
54382,,"1371043690",,,,parking_space,,,,,,,,,,,,,,,,,,,"""access""=>""yes"",""parking_space""=>""normal""",Il-Mosta,Yes,Others,polygon
54383,,"1371043691",,,,parking_space,,,,,,,,,,,,,,,,,,,"""access""=>""yes"",""parking_space""=>""normal""",Il-Mosta,Yes,Others,polygon
54384,,"1371043692",,,,parking_space,,,,,,,,,,,,,,,,,,,"""access""=>""yes"",""parking_space""=>""normal""",Il-Mosta,Yes,Others,polygon
54394,,"1371045488",,,,parking,,,,,,,,,,,,,,,,,,,"""parking""=>""street_side""",Il-Mosta,Yes,Others,polygon
54396,,"1371045490",,,,parking_space,,,,,,,,,,,,,,,,,,,"""parking_space""=>""disabled""",Il-Mosta,Yes,Others,polygon
54411,,"1373589423",,,,parking_space,,,,,,,,,,,,,,,,,,,"""capacity""=>""2"",""parking_space""=>""disabled""",Il-Mosta,Yes,Others,polygon
54422,,"1377251548",National Lottery,,,,,,,yes,,,,,,,,,,,,lottery,,,"""addr:city""=>""Il-Mosta"",""addr:street""=>""Triq it-Trinċetta"",""check_date""=>""2026-01-06"",""old_name""=>""Maltco"",""operator""=>""IZI Interactive Limited"",""website""=>""https://www.lottery.mt""",Il-Mosta,Yes,Shopping,polygon
54437,,"1381194651",,,,,,,,,,,,,,pitch,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
54454,,"1392650476",,,,parking_space,,,,,,,,,,,,,,,,,,,"""access""=>""yes"",""parking_space""=>""normal""",Il-Mosta,Yes,Others,polygon
54455,,"1392650477",,,,parking_space,,,,,,,,,,,,,,,,,,,"""access""=>""yes"",""parking_space""=>""normal""",Il-Mosta,Yes,Others,polygon
54460,,"1392655407",,,,parking,,,,,,,,,,,,,,,,,,,"""access""=>""customers"",""fee""=>""no"",""parking""=>""surface"",""surface""=>""asphalt""",Il-Mosta,Yes,Others,polygon
54461,,"1392655408",,,,parking,,,,,,,,,,,,,,,,,,,"""access""=>""customers"",""fee""=>""no"",""parking""=>""surface"",""surface""=>""paved""",Il-Mosta,Yes,Others,polygon
54466,,"1411140969",,,,parking_space,,,,,,,,,,,,,,,,,,,,Il-Mosta,Yes,Others,polygon
54467,,"1411140970",,,,parking_space,,,,,,,,,,,,,,,,,,,,Il-Mosta,Yes,Others,polygon
54468,,"1411140971",,,,parking_space,,,,,,,,,,,,,,,,,,,,Il-Mosta,Yes,Others,polygon
54474,,"1415901476",,,,parking_space,,,,,,,,,,,,,,,,,,,,Il-Mosta,Yes,Others,polygon
54475,,"1415901477",,,,parking_space,,,,,,,,,,,,,,,,,,,,Il-Mosta,Yes,Others,polygon
54476,,"1415901478",,,,parking_space,,,,,,,,,,,,,,,,,,,,Il-Mosta,Yes,Others,polygon
54481,,"1420708101",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54484,,"1420708105",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54493,,"1420708116",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54495,,"1420711428",,,,parking,,,,,,,,,,,,,,,,,,,"""access""=>""customers"",""capacity""=>""5"",""capacity:disabled""=>""0"",""fee""=>""no"",""parking""=>""surface"",""surface""=>""unpaved""",Il-Mosta,Yes,Others,polygon
54499,,"1423547203",,,,parking_space,,,,,,,,,,,,,,,,,,,"""access""=>""yes"",""parking_space""=>""normal""",Il-Mosta,Yes,Others,polygon
54500,,"1423547204",,,,parking_space,,,,,,,,,,,,,,,,,,,"""access""=>""yes"",""capacity""=>""5"",""parking_space""=>""normal""",Il-Mosta,Yes,Others,polygon
54501,,"1423547205",,,,parking_space,,,,,,,,,,,,,,,,,,,"""access""=>""yes"",""capacity""=>""2"",""parking_space""=>""disabled""",Il-Mosta,Yes,Others,polygon
54502,,"1423547206",,,,parking_space,,,,,,,,,,,,,,,,,,,"""access""=>""yes"",""parking_space""=>""normal""",Il-Mosta,Yes,Others,polygon
54503,,"1423547207",,,,parking_space,,,,,,,,,,,,,,,,,,,"""access""=>""yes"",""parking_space""=>""normal""",Il-Mosta,Yes,Others,polygon
54504,,"1423547208",,,,parking_space,,,,,,,,,,,,,,,,,,,"""access""=>""yes"",""parking_space""=>""normal""",Il-Mosta,Yes,Others,polygon
54505,,"1423547209",,,,place_of_worship,,,,chapel,,,,,,,,,,,,,,,"""check_date""=>""2025-08-26"",""denomination""=>""roman_catholic"",""religion""=>""christian""",Il-Mosta,Yes,Recreation,polygon
54506,,"1423547216",,,,parking_space,,,,,,,,,,,,,,,,,,,"""parking_space""=>""normal""",Il-Mosta,Yes,Others,polygon
54507,,"1423547217",,,,parking_space,,,,,,,,,,,,,,,,,,,"""parking_space""=>""normal""",Il-Mosta,Yes,Others,polygon
54508,,"1423547218",,,,parking_space,,,,,,,,,,,,,,,,,,,"""parking_space""=>""normal""",Il-Mosta,Yes,Others,polygon
54509,,"1423547219",,,,parking_space,,,,,,,,,,,,,,,,,,,"""parking_space""=>""normal""",Il-Mosta,Yes,Others,polygon
54510,,"1423547223",,,,parking_space,,,,,,,,,,,,,,,,,,,"""access""=>""yes"",""capacity""=>""2"",""parking_space""=>""disabled""",Il-Mosta,Yes,Others,polygon
54513,,"1423689803",,,,parking_space,,,,,,,,,,,,,,,,,,,"""access""=>""permit"",""capacity""=>""5"",""parking_space""=>""normal""",Il-Mosta,Yes,Others,polygon
54514,,"1423689804",,,,parking_space,,,,,,,,,,,,,,,,,,,"""access""=>""permit"",""capacity""=>""4"",""parking_space""=>""normal""",Il-Mosta,Yes,Others,polygon
54515,,"1423689805",,,,parking_space,,,,,,,,,,,,,,,,,,,"""access""=>""permit"",""capacity""=>""10"",""parking_space""=>""normal""",Il-Mosta,Yes,Others,polygon
54527,,"1431986831",Ġnien Freddie Micallef,,,,,,,,,,,,,garden,,,,,,,,,"""access""=>""yes"",""fee""=>""no"",""garden:type""=>""public"",""operator""=>""Gvern ta' Malta"",""operator:type""=>""government"",""operator:wikidata""=>""Q5589242""",Il-Mosta,Yes,Recreation,polygon
54528,,"1431986832",,,,parking,,,,,,,,,,,,,,,,,,,"""access""=>""yes"",""fee""=>""no"",""parking""=>""street_side""",Il-Mosta,Yes,Others,polygon
54533,,"1436774154",,,,toilets,,,,yes,,,,,,,,,,,,,,,"""access""=>""yes"",""changing_table""=>""yes"",""check_date""=>""2026-03-19"",""toilets:disposal""=>""flush"",""unisex""=>""yes"",""wheelchair""=>""yes""",Il-Mosta,Yes,Personal Errands,polygon
54598,,"1443936565",,,,parking,,,,,,,,,,,,,,,,,,,,Il-Mosta,Yes,Others,polygon
54622,,"1443936589",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54625,,"1443936592",,,,,,,,,,,,,,garden,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
54790,,"1444375872",,,,,,,,,,,,,,swimming_pool,,,,,,,,,"""access""=>""private"",""lit""=>""no"",""location""=>""outdoor""",Il-Mosta,Yes,Recreation,polygon
54826,,"1444496125",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
54827,,"1444496126",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
54830,,"1444496129",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
54831,,"1444496130",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
54832,,"1444496131",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
54833,,"1444496132",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
54836,,"1444496135",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54843,,"1444496143",,,,parking,,,,,,,,,,,,,,,,,,,,Il-Mosta,Yes,Others,polygon
54850,,"1444496156",,,,parking,,,,,,,,,,,,,,,,,,,"""parking""=>""surface""",Il-Mosta,Yes,Others,polygon
54861,,"1444496167",,,,parking,,,,,,,,,,,,,,,,,,,"""parking""=>""surface""",Il-Mosta,Yes,Others,polygon
54865,,"1444496178",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54866,,"1444496182",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54867,,"1444496183",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54868,,"1444496184",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54869,,"1444496185",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54870,,"1444496186",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54871,,"1444496187",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54872,,"1444496188",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54873,,"1444496189",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54874,,"1444496190",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54875,,"1444496191",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54876,,"1444496192",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54877,,"1444496193",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54879,,"1444496195",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54880,,"1444496196",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54881,,"1444496197",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54882,,"1444496198",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54883,,"1444496199",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54884,,"1444496200",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54885,,"1444496201",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54886,,"1444496202",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54887,,"1444496203",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54888,,"1444496204",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54889,,"1444496205",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54890,,"1444496206",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54891,,"1444496207",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54892,,"1444496208",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54893,,"1444496209",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54894,,"1444496210",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54895,,"1444496211",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54896,,"1444496212",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54898,,"1444496214",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54899,,"1444496215",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54900,,"1444496216",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54901,,"1444496217",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54902,,"1444496218",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54903,,"1444496219",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54904,,"1444496220",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54905,,"1444496221",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54906,,"1444496222",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54907,,"1444496223",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54908,,"1444496224",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54909,,"1444496225",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54910,,"1444496226",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54911,,"1444496227",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54912,,"1444496228",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54913,,"1444496229",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54914,,"1444496230",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54915,,"1444496231",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54916,,"1444496232",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54917,,"1444496233",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54918,,"1444496234",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54919,,"1444496235",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54920,,"1444496236",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54921,,"1444496237",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54922,,"1444496238",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54923,,"1444496239",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54924,,"1444496240",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54925,,"1444496241",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54926,,"1444496242",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54927,,"1444496243",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54928,,"1444496244",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54929,,"1444496245",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54930,,"1444496246",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54931,,"1444496247",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54932,,"1444496248",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54933,,"1444496249",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54934,,"1444496250",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54935,,"1444496251",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54936,,"1444496252",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54937,,"1444496253",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54938,,"1444496254",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54939,,"1444496255",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54940,,"1444496256",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54941,,"1444496257",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54942,,"1444496258",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54943,,"1444496259",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54944,,"1444496260",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54945,,"1444496261",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54946,,"1444496262",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54947,,"1444496263",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54948,,"1444496264",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54949,,"1444496265",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54950,,"1444496266",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54951,,"1444496267",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
54952,,"1444496268",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Il-Mosta,Yes,Recreation,polygon
